University,Scholarship,Scholarship_Type,Conditions,Scholarship_Value,Source
มหาวิทยาลัยรังสิต (แพทยศาสตร์),ทุนการศึกษา วิทยาลัยบริหารธุรกิจ มหาวิทยาลัยรังสิต (CBR Scholarship),ทุนการศึกษาสำหรับนักเรียนมัธยมปลายเข้าศึกษาต่อระดับปริญญาตรี,เป็นทุนที่มอบให้แก่นักเรียนที่กำลังศึกษาอยู่ในระดับมัธยมศึกษาตอนปลายทั่วประเทศ ที่ประสงค์เข้าศึกษาต่อ,ไม่ระบุจำนวนตายตัว (ติดต่อรายละเอียดผ่านวิทยาลัย),https://cbr.rsu.ac.th/scholarship/
มหาวิทยาลัยรังสิต (ทันตแพทยศาสตร์),ทุนการศึกษา วิทยาลัยบริหารธุรกิจ มหาวิทยาลัยรังสิต (CBR Scholarship),ทุนการศึกษาสำหรับนักเรียนมัธยมปลายเข้าศึกษาต่อระดับปริญญาตรี,เป็นทุนที่มอบให้แก่นักเรียนที่กำลังศึกษาอยู่ในระดับมัธยมศึกษาตอนปลายทั่วประเทศ ที่ประสงค์เข้าศึกษาต่อ,ไม่ระบุจำนวนตายตัว (ติดต่อรายละเอียดผ่านวิทยาลัย),https://cbr.rsu.ac.th/scholarship/
มหาวิทยาลัยรังสิต (เภสัช/สัตว์/พยาบาล),ทุนการศึกษา วิทยาลัยบริหารธุรกิจ มหาวิทยาลัยรังสิต (CBR Scholarship),ทุนการศึกษาสำหรับนักเรียนมัธยมปลายเข้าศึกษาต่อระดับปริญญาตรี,เป็นทุนที่มอบให้แก่นักเรียนที่กำลังศึกษาอยู่ในระดับมัธยมศึกษาตอนปลายทั่วประเทศ ที่ประสงค์เข้าศึกษาต่อ,ไม่ระบุจำนวนตายตัว (ติดต่อรายละเอียดผ่านวิทยาลัย),https://cbr.rsu.ac.th/scholarship/
มหาวิทยาลัยรังสิต (บริหาร/นิเทศ/สังคม),ทุนการศึกษา วิทยาลัยบริหารธุรกิจ มหาวิทยาลัยรังสิต (CBR Scholarship),ทุนการศึกษาสำหรับนักเรียนมัธยมปลายเข้าศึกษาต่อระดับปริญญาตรี,เป็นทุนที่มอบให้แก่นักเรียนที่กำลังศึกษาอยู่ในระดับมัธยมศึกษาตอนปลายทั่วประเทศ ที่ประสงค์เข้าศึกษาต่อ,ไม่ระบุจำนวนตายตัว (ติดต่อรายละเอียดผ่านวิทยาลัย),https://cbr.rsu.ac.th/scholarship/
มหาวิทยาลัยรังสิต (RIC นานาชาติ),ทุนการศึกษา วิทยาลัยบริหารธุรกิจ มหาวิทยาลัยรังสิต (CBR Scholarship),ทุนการศึกษาสำหรับนักเรียนมัธยมปลายเข้าศึกษาต่อระดับปริญญาตรี,เป็นทุนที่มอบให้แก่นักเรียนที่กำลังศึกษาอยู่ในระดับมัธยมศึกษาตอนปลายทั่วประเทศ ที่ประสงค์เข้าศึกษาต่อ,ไม่ระบุจำนวนตายตัว (ติดต่อรายละเอียดผ่านวิทยาลัย),https://cbr.rsu.ac.th/scholarship/
มหาวิทยาลัยรังสิต (บัณฑิตศึกษา),ทุนการศึกษา วิทยาลัยบริหารธุรกิจ มหาวิทยาลัยรังสิต (CBR Scholarship),ทุนการศึกษาสำหรับนักเรียนมัธยมปลายเข้าศึกษาต่อระดับปริญญาตรี,เป็นทุนที่มอบให้แก่นักเรียนที่กำลังศึกษาอยู่ในระดับมัธยมศึกษาตอนปลายทั่วประเทศ ที่ประสงค์เข้าศึกษาต่อ,ไม่ระบุจำนวนตายตัว (ติดต่อรายละเอียดผ่านวิทยาลัย),https://cbr.rsu.ac.th/scholarship/
มหาวิทยาลัยหอการค้าไทย UTCC (Business/Acct),"ทุนรัตนมงคล, ทุน UTCC Gold และทุน UTCC Silver",ทุนสอบแข่งขัน/เรียนดี ระดับปริญญาตรี (สอบคัดเลือกทุกปีการศึกษา),ผู้สมัครเข้าศึกษาระดับปริญญาตรี เข้าสอบคัดเลือกชิงทุน พร้อมยื่นเอกสารหลักฐานการศึกษา (ปพ.1),"ทุนรัตนมงคล = ทุนเต็มจำนวน, ทุน UTCC Gold = 40%, ทุน UTCC Silver = 25%",https://www.utcc.ac.th/undergraduate-info/
มหาวิทยาลัยหอการค้าไทย UTCC (IBS นานาชาติ),"ทุนรัตนมงคล, ทุน UTCC Gold และทุน UTCC Silver",ทุนสอบแข่งขัน/เรียนดี ระดับปริญญาตรี (สอบคัดเลือกทุกปีการศึกษา),ผู้สมัครเข้าศึกษาระดับปริญญาตรี เข้าสอบคัดเลือกชิงทุน พร้อมยื่นเอกสารหลักฐานการศึกษา (ปพ.1),"ทุนรัตนมงคล = ทุนเต็มจำนวน, ทุน UTCC Gold = 40%, ทุน UTCC Silver = 25%",https://www.utcc.ac.th/undergraduate-info/
มหาวิทยาลัยหอการค้าไทย UTCC (พยาบาล),"ทุนรัตนมงคล, ทุน UTCC Gold และทุน UTCC Silver",ทุนสอบแข่งขัน/เรียนดี ระดับปริญญาตรี (สอบคัดเลือกทุกปีการศึกษา),ผู้สมัครเข้าศึกษาระดับปริญญาตรี เข้าสอบคัดเลือกชิงทุน พร้อมยื่นเอกสารหลักฐานการศึกษา (ปพ.1),"ทุนรัตนมงคล = ทุนเต็มจำนวน, ทุน UTCC Gold = 40%, ทุน UTCC Silver = 25%",https://www.utcc.ac.th/undergraduate-info/
มหาวิทยาลัยหอการค้าไทย UTCC (MBA),"ทุนรัตนมงคล, ทุน UTCC Gold และทุน UTCC Silver",ทุนสอบแข่งขัน/เรียนดี ระดับปริญญาตรี (สอบคัดเลือกทุกปีการศึกษา),ผู้สมัครเข้าศึกษาระดับปริญญาตรี เข้าสอบคัดเลือกชิงทุน พร้อมยื่นเอกสารหลักฐานการศึกษา (ปพ.1),"ทุนรัตนมงคล = ทุนเต็มจำนวน, ทุน UTCC Gold = 40%, ทุน UTCC Silver = 25%",https://www.utcc.ac.th/undergraduate-info/
มหาวิทยาลัยศรีปทุม SPU (Business/IT/Comm),ทุนมหาวิทยาลัยศรีปทุมเพื่อนักเรียนมูลนิธิราชประชานุเคราะห์ฯ และทุนโครงการทุนอุดมศึกษาเพื่อการพัฒนาจังหวัดชายแดนภาคใต้,ทุนสนับสนุนเต็มจำนวนตลอดหลักสูตรปริญญาตรี,นักเรียนในมูลนิธิราชประชานุเคราะห์ในพระบรมราชูปถัมภ์ / นักศึกษาในโครงการพัฒนาจังหวัดชายแดนภาคใต้,สนับสนุน 100% ค่าหน่วยกิตและค่าบำรุงการศึกษา ตลอดหลักสูตรปริญญาตรี,https://www.spu.ac.th/scholarship/
มหาวิทยาลัยศรีปทุม SPU (วิศวะ/สถาปัตย์),ทุนมหาวิทยาลัยศรีปทุมเพื่อนักเรียนมูลนิธิราชประชานุเคราะห์ฯ และทุนโครงการทุนอุดมศึกษาเพื่อการพัฒนาจังหวัดชายแดนภาคใต้,ทุนสนับสนุนเต็มจำนวนตลอดหลักสูตรปริญญาตรี,นักเรียนในมูลนิธิราชประชานุเคราะห์ในพระบรมราชูปถัมภ์ / นักศึกษาในโครงการพัฒนาจังหวัดชายแดนภาคใต้,สนับสนุน 100% ค่าหน่วยกิตและค่าบำรุงการศึกษา ตลอดหลักสูตรปริญญาตรี,https://www.spu.ac.th/scholarship/
มหาวิทยาลัยศรีปทุม SPU (SPU นานาชาติ),ทุนมหาวิทยาลัยศรีปทุมเพื่อนักเรียนมูลนิธิราชประชานุเคราะห์ฯ และทุนโครงการทุนอุดมศึกษาเพื่อการพัฒนาจังหวัดชายแดนภาคใต้,ทุนสนับสนุนเต็มจำนวนตลอดหลักสูตรปริญญาตรี,นักเรียนในมูลนิธิราชประชานุเคราะห์ในพระบรมราชูปถัมภ์ / นักศึกษาในโครงการพัฒนาจังหวัดชายแดนภาคใต้,สนับสนุน 100% ค่าหน่วยกิตและค่าบำรุงการศึกษา ตลอดหลักสูตรปริญญาตรี,https://www.spu.ac.th/scholarship/
มหาวิทยาลัยศรีปทุม SPU (MBA),ทุนมหาวิทยาลัยศรีปทุมเพื่อนักเรียนมูลนิธิราชประชานุเคราะห์ฯ และทุนโครงการทุนอุดมศึกษาเพื่อการพัฒนาจังหวัดชายแดนภาคใต้,ทุนสนับสนุนเต็มจำนวนตลอดหลักสูตรปริญญาตรี,นักเรียนในมูลนิธิราชประชานุเคราะห์ในพระบรมราชูปถัมภ์ / นักศึกษาในโครงการพัฒนาจังหวัดชายแดนภาคใต้,สนับสนุน 100% ค่าหน่วยกิตและค่าบำรุงการศึกษา ตลอดหลักสูตรปริญญาตรี,https://www.spu.ac.th/scholarship/
Triam Udom Suksa (เตรียมอุดมศึกษา),"ทุนการศึกษาโรงเรียนเตรียมอุดมศึกษา และทุนรางวัลพระราชทาน ""เรียนดี""",ทุนการศึกษานักเรียน (เรียนดี/ทุนรางวัลพระราชทาน) ดำเนินการผ่านงานแนะแนว,นักเรียนโรงเรียนเตรียมอุดมศึกษา ตามเกณฑ์ผลการเรียน/คุณสมบัติที่งานแนะแนวกำหนด,ไม่ระบุจำนวนตายตัว,https://guidance.triamudom.ac.th/
Suankularb Wittayalai (สวนกุหลาบ),ทุนการศึกษามูลนิธิ วิชัย ศรีวัฒนประภา,ทุนต่อเนื่องสำหรับนักเรียนที่ขาดแคลนทุนทรัพย์ (มอบจนจบปริญญาตรี),นักเรียนชั้นมัธยมศึกษาปีที่ 2 โรงเรียนสวนกุหลาบวิทยาลัย ที่มีความประพฤติดีแต่ขาดแคลนทุนทรัพย์ ได้รับทุนต่อเนื่องจนจบระดับปริญญาตรี,ทุนต่อเนื่องจนจบการศึกษา (มอบเป็นกำลังสำคัญให้ครอบครัว ชุมชน สังคม),https://vichaisrivaddhanaprabha.com/news-th/suankularb2023/
Suankularb Wittayalai (สวนกุหลาบ EP),ทุนการศึกษามูลนิธิ วิชัย ศรีวัฒนประภา,ทุนต่อเนื่องสำหรับนักเรียนที่ขาดแคลนทุนทรัพย์ (มอบจนจบปริญญาตรี),นักเรียนชั้นมัธยมศึกษาปีที่ 2 โรงเรียนสวนกุหลาบวิทยาลัย ที่มีความประพฤติดีแต่ขาดแคลนทุนทรัพย์ ได้รับทุนต่อเนื่องจนจบระดับปริญญาตรี,ทุนต่อเนื่องจนจบการศึกษา (มอบเป็นกำลังสำคัญให้ครอบครัว ชุมชน สังคม),https://vichaisrivaddhanaprabha.com/news-th/suankularb2023/
Samsen Wittayalai (สามเสนวิทยาลัย),ทุน/รางวัลพิธีเชิดชูเกียรตินักเรียนผู้ได้รับรางวัลโอลิมปิกวิชาการระดับชาติ (Samsen Shine Bright Award),ทุน/รางวัลเชิดชูเกียรติด้านวิชาการ,นักเรียนโรงเรียนสามเสนวิทยาลัยที่ได้รับรางวัลโอลิมปิกวิชาการระดับชาติ ประจำปี,ไม่ระบุจำนวนตายตัว,https://www.samsenwit.ac.th/
Samsen Wittayalai (สามเสน Gifted/EP),ทุน/รางวัลพิธีเชิดชูเกียรตินักเรียนผู้ได้รับรางวัลโอลิมปิกวิชาการระดับชาติ (Samsen Shine Bright Award),ทุน/รางวัลเชิดชูเกียรติด้านวิชาการ,นักเรียนโรงเรียนสามเสนวิทยาลัยที่ได้รับรางวัลโอลิมปิกวิชาการระดับชาติ ประจำปี,ไม่ระบุจำนวนตายตัว,https://www.samsenwit.ac.th/
Bodindecha (บดินทรเดชา),ไม่พบข้อมูลทุนที่ตรวจสอบได้,,,,
Bodindecha (บดินทรเดชา Gifted/EP),ไม่พบข้อมูลทุนที่ตรวจสอบได้,,,,
Debsirin (เทพศิรินทร์),ทุนการศึกษาโรงเรียนเทพศิรินทร์ (ทุนมูลนิธิเพื่อการศึกษาโรงเรียนเทพศิรินทร์ และทุนบริจาครายปี/ต่อเนื่อง),"ทุนการศึกษาภายในโรงเรียน 3 ประเภท (ดอกผลกองทุนมูลนิธิ, บริจาครายปี, บริจาคประจำปีต่อเนื่อง)",นักเรียนโรงเรียนเทพศิรินทร์ ยื่นสมัครขอรับทุนช่วงเปิดภาคเรียนที่ 1 ประมาณ 16 พฤษภาคม – 16 มิถุนายน ของทุกปี ตามเกณฑ์พิจารณาทุนของโรงเรียน,จัดสรรจากดอกผลกองทุนและเงินบริจาค (ไม่ระบุจำนวนตายตัว),https://www.debsirin.ac.th/academics/admissions/scholarships/
Yothinburana (โยธินบูรณะ),ไม่พบข้อมูลทุนที่ตรวจสอบได้,,,,
Horwang (หอวัง),"ทุนการศึกษาโรงเรียนหอวัง (ทุน ""คนดี ศรีหอวัง"", ทุนนักเรียนความสามารถพิเศษ, ทุนนักเรียนขาดแคลนทุนทรัพย์ และทุนพี่ช่วยน้อง)","ทุนความประพฤติดี/ทำกิจกรรมเพื่อส่วนรวม, ทุนความสามารถพิเศษ (กีฬา/ศิลปะ-ดนตรี), ทุนช่วยเหลือนักเรียนที่จำเป็นทางเศรษฐกิจ",นักเรียนหอวังระดับ ม.ต้น–ม.ปลาย ที่มีความประพฤติดี มีผลงาน/ความสามารถ หรือมีความจำเป็นทางด้านเศรษฐกิจ (มอบประจำทุกปี),"ทุนคนดีศรีหอวัง 10,000 บาท/ทุน; ทุนความสามารถพิเศษ 6,000 บาท/ทุน; ทุนขาดแคลนทุนทรัพย์ 4,000 บาท/ทุน (ปี 2566 จำนวน 131 ทุน รวม 524,000 บาท); ทุนพี่ช่วยน้อง 1,000 บาท/เดือน เป็นเวลา 10 เดือน/ปี",https://www.horwang.ac.th/oit66/doc/030/030-4.pdf
Satri Wittaya (สตรีวิทยา),ไม่พบข้อมูลทุนที่ตรวจสอบได้,,,,
Mahidol Wittayanusorn (MWIT),ทุนการศึกษาเต็มจำนวน (เรียนฟรีเต็มจำนวน) สำหรับนักเรียนที่ผ่านการคัดเลือก,ทุนรัฐบาล / เรียนฟรีเต็มจำนวน (โรงเรียนวิทยาศาสตร์ของรัฐ สถานภาพองค์การมหาชน งบประมาณแผ่นดิน),นักเรียนที่สอบผ่านการคัดเลือกเข้าเรียนระดับมัธยมศึกษาตอนปลาย สายวิทย์-คณิต ได้รับทุนตลอดระยะเวลาที่ศึกษาอยู่ในโรงเรียน (รับเพียง ~240 คน/ปี จากผู้สมัครหลักหมื่นคน),ทุนเต็มจำนวน ครอบคลุมค่าใช้จ่ายด้านการเรียน การวิจัย อุปกรณ์การศึกษา ที่พัก (หอพัก) อาหาร และกิจกรรมเสริมหลักสูตร,https://th.wikipedia.org/wiki/โรงเรียนมหิดลวิทยานุสรณ์
KVIS Kamnoetvidya Science Academy,ทุนการศึกษาฟรี (โรงเรียนวิทยาศาสตร์ประจำ) สำหรับนักเรียนที่ผ่านการคัดเลือก,ทุนเต็มจำนวน / เรียนฟรี โดยมูลนิธิโรงเรียนวิทยาศาสตร์ระยอง (ก่อตั้งและสนับสนุนโดยกลุ่ม ปตท.),นักเรียนที่สอบผ่านการคัดเลือกเข้าเรียนระดับมัธยมศึกษาตอนปลาย สายวิทยาศาสตร์-คณิตศาสตร์ (รับปีละ 72 คน เป็นโรงเรียนประจำ),ได้รับทุนการศึกษาฟรีเป็นเวลา 3 ปี พร้อมแล็ปท็อป อุปกรณ์การเรียนการสอน และชุดนักเรียน (โรงเรียนประจำ มีหอพักให้),https://th.wikipedia.org/wiki/โรงเรียนกำเนิดวิทย์
สาธิตจุฬาฯ (ฝ่ายประถม),ไม่พบข้อมูลทุนที่ตรวจสอบได้,,,,
สาธิตจุฬาฯ (ฝ่ายมัธยม),ไม่พบข้อมูลทุนที่ตรวจสอบได้,,,,
สาธิตเกษตร (KUS ภาคไทย),"ทุนสนับสนุนการศึกษา ประจำปีการศึกษา 2567 (รวมหลายกองทุน เช่น ทุนกองทุนสาธิตเกษตร, ทุนชมรมมวลมิตรสาธิตเกษตร, ทุนสมเด็จพระญาณสังวรฯ 84 พรรษา ฯลฯ)",ทุนช่วยเหลือนักเรียนที่ขาดแคลน / ทุนสนับสนุนค่าใช้จ่ายทางการศึกษา (จากงบประมาณเงินรายได้ของโรงเรียนและเงินบริจาค),พิจารณาจากรายได้ครอบครัว พฤติกรรมนักเรียน ข้อมูลผู้ปกครอง และจำนวนพี่น้อง; ปีการศึกษา 2567 มีนักเรียนผ่านการพิจารณารับทุนค่าใช้จ่ายทางการศึกษาส่วนที่ 2 จำนวน 148 ทุน (ระดับประถม-มัธยม),ทุนค่าใช้จ่ายทางการศึกษา (มูลค่าตามแต่ละกองทุนที่จัดสรร),https://kus.ac.th/announceSystem/announce/b0147f97f3dc9061bc3c53e1d5b43109.pdf
สาธิตเกษตร (KUS โครงการ EPTS/นานาชาติ),"ทุนสนับสนุนการศึกษา ประจำปีการศึกษา 2567 (รวมหลายกองทุน เช่น ทุนกองทุนสาธิตเกษตร, ทุนชมรมมวลมิตรสาธิตเกษตร, ทุนสมเด็จพระญาณสังวรฯ 84 พรรษา ฯลฯ)",ทุนช่วยเหลือนักเรียนที่ขาดแคลน / ทุนสนับสนุนค่าใช้จ่ายทางการศึกษา (จากงบประมาณเงินรายได้ของโรงเรียนและเงินบริจาค),พิจารณาจากรายได้ครอบครัว พฤติกรรมนักเรียน ข้อมูลผู้ปกครอง และจำนวนพี่น้อง; ปีการศึกษา 2567 มีนักเรียนผ่านการพิจารณารับทุนค่าใช้จ่ายทางการศึกษาส่วนที่ 2 จำนวน 148 ทุน (ระดับประถม-มัธยม),ทุนค่าใช้จ่ายทางการศึกษา (มูลค่าตามแต่ละกองทุนที่จัดสรร),https://kus.ac.th/announceSystem/announce/b0147f97f3dc9061bc3c53e1d5b43109.pdf
สาธิตรามคำแหง,เงินสนับสนุนค่าใช้จ่ายในการจัดการศึกษาขั้นพื้นฐาน (โครงการเรียนฟรี 15 ปี),เงินอุดหนุน/เงินสนับสนุนจากรัฐ ตามนโยบายเรียนฟรี 15 ปี,นักเรียนของโรงเรียนตามแนวทางการรับเงินสนับสนุนค่าใช้จ่ายในการจัดการศึกษาขั้นพื้นฐาน ปีการศึกษา 2569,ค่าใช้จ่ายด้านการศึกษาตามรายการที่รัฐสนับสนุน (ค่าเล่าเรียน/อุปกรณ์การเรียนตามเกณฑ์),https://ds.ru.ac.th/
สาธิตพัฒนา,LSP Academic Excellence Scholarship 2567 (ทุนเรียนต่อจนจบ ม.6),ทุนเรียนดี (ทุนเต็มจำนวน) สำหรับนักเรียนที่มีผลการเรียนดีและรายได้ครอบครัวจำกัด,"นักเรียนกำลังศึกษา ม.2–ม.4 (ภาคเรียนที่ 2), เกรดเฉลี่ยสะสม 4 ภาคเรียนไม่น้อยกว่า 3.75, รายได้ต่อครัวเรือนไม่เกิน 40,000 บาท/เดือน/บุตร, มีผลงานวิชาการโดดเด่น (สอวน./IJSO/สพฐ./เพชรยอดมงกุฎ); ผู้รับทุนต้องรักษาเกรดเฉลี่ยไม่ต่ำกว่า 3.50 ทุกภาคเรียน และทำจิตอาสาอย่างน้อย 15 ชั่วโมง/ภาคเรียน",จำนวนรวม 10 ทุน มูลค่าสูงสุดทุนละ 1.67 ล้านบาท (ทุนเต็มจำนวน) ครอบคลุมค่าธรรมเนียมการศึกษา ค่าอาหารกลางวัน ค่าแรกเข้า ค่าบำรุงการศึกษา ค่าหอพัก และค่าเครื่องแต่งกายแรกเข้า,https://www.dek-d.com/activity/63684/
Assumption College (อัสสัมชัญบางรัก สามัญ),โครงการนักกีฬาทุนโรงเรียนอัสสัมชัญ,ทุนความสามารถพิเศษด้านกีฬา (ทุนนักกีฬา),นักเรียน/ผู้มีความสามารถพิเศษด้านกีฬาตามโครงการของโรงเรียน (รายละเอียดตามที่โรงเรียนกำหนด),ไม่ระบุรายละเอียดมูลค่าบนหน้าเว็บไซต์โรงเรียน,https://www.assumption.ac.th/
Assumption College (อัสสัมชัญบางรัก EP/SMEP),โครงการนักกีฬาทุนโรงเรียนอัสสัมชัญ,ทุนความสามารถพิเศษด้านกีฬา (ทุนนักกีฬา),นักเรียน/ผู้มีความสามารถพิเศษด้านกีฬาตามโครงการของโรงเรียน (รายละเอียดตามที่โรงเรียนกำหนด),ไม่ระบุรายละเอียดมูลค่าบนหน้าเว็บไซต์โรงเรียน,https://www.assumption.ac.th/
Sarasas Ektra (สารสาส์นเอกตรา),ทุนการศึกษา (Scholarship) สำหรับนักเรียนชั้น Year 6 และ Year 9,Merit (ทุนความสามารถ) – แบ่งเป็น 3 ประเภท,มอบให้นักเรียนชั้น Year 6 และ Year 9 ที่มีความประสงค์จะศึกษาต่อกับทางโรงเรียนในระดับชั้นมัธยมศึกษาตอนต้นและตอนปลาย โดยแบ่งทุนออกเป็น 3 ประเภท คือ 1) ทุนความสามารถด้านภาษาอังกฤษ 2) ทุนความสามารถด้านวิชาการ 3) ทุนความสามารถด้านดนตรี,ทุนการศึกษา (หมายเหตุ: ในแต่ละปี รายละเอียดและประเภทของทุนการศึกษาอาจมีการเปลี่ยนแปลง),https://www.ektra.ac.th/scholarship
NIST International School,IB Excellence Scholarships,Academic merit,Awarded to students with high academic potential; both internal and external applicants accepted.,Merit-based fee reduction (partial tuition),https://internationalschoolsinbangkok.com/scholarships-and-financial-aid-options-at-bangkok-international-schools/
Bangkok Patana School,Academic and IB Awards,Academic merit,Available for Years 10–13; reviewed annually by the school's scholarship panel.,Partial tuition fee reduction (merit-based),https://internationalschoolsinbangkok.com/scholarships-and-financial-aid-options-at-bangkok-international-schools/
Harrow International School Bangkok,Academic Scholarship,Academic merit,"Awarded to students entering Harrow Bangkok (available for Year 9 and above) who demonstrate high academic ability, measured by an entrance test, specific subject tests, prior academic records and interview/s with senior staff.",Monetary reward (reduction of school fees),https://www.harrowschool.ac.th/admissions/scholarships
Harrow International School Bangkok,Sixth Form Scholarship,Academic merit (Sixth Form),"Awarded to students progressing to, or entering, the Sixth Form with an outstanding record of GCSE/IGCSE results. Award criteria (A*=2 points, A=1 point): Gold 16 points, Silver 12 points, Bronze 8 points.",Monetary reward / fee reduction (Gold/Silver/Bronze tiers); new entrants meeting criteria gain scholar title without monetary award,https://www.harrowschool.ac.th/admissions/scholarships
Harrow International School Bangkok,Creative & Performing Arts and Sports Scholarships,Talent (Music/Art/Drama; Sport),"CPA scholarships (Drama, Art, Music) for Year 6 and above require a portfolio and audition/interview; music applicants typically need ABRSM grade 6–7 on first instrument. Sports scholarships for Year 6 and above normally require national honours in the chosen sport.",Monetary reward (fee reduction),https://www.harrowschool.ac.th/admissions/scholarships
Shrewsbury International School Bangkok,Sixth Form Entrance Scholarship,Academic merit (Sixth Form),For exceptional students applying to join the A Level programme (Year 12); applicants sit entrance tests in four intended A Level subjects and interview; expectations at the level of internal Sir Martin Rees Scholars (typically 11+ A* grades at IGCSE).,"Tuition fee remission (amount agreed per case by the Executive Board, reviewed after a year)",https://www.shrewsbury.ac.th/admissions/scholarships/scholarship/
Shrewsbury International School Bangkok,Music Scholarship (and Performance Scholarship),Talent (Music / Performance e.g. sport),Music Scholarships for internal and external applicants demonstrating ABRSM Diploma-standard ability on main instrument; encouraged to apply before end of Year 10. Performance Scholarships may be awarded to students with track records of local/regional/national/international success in a discipline such as sport.,Fee remission attached to the award,https://www.shrewsbury.ac.th/admissions/scholarships/scholarship/
Wellington College Bangkok,"Governors' Scholarships (Academic, Sports, Music)","Merit (Academic, Sport, Music)","Open to current Wellington students and external applicants from other international/Thai schools. Academic: entering Year 9, 10, 12, normally mean CAT score 118+. Sports: Year 7+, competing at regional/national/international level (primarily Golf, Swimming, Tennis). Music: entering Year 7, 9 or 12, typically Grade 8 main instrument and Grade 5 Theory.",Up to 70% remission of tuition fees,https://www.wellingtoncollege.ac.th/admissions/scholarships/
Brighton College Bangkok,Academic Scholarship,Academic merit,"For external pupils entering Year 9 (IGCSE) or Year 11 (A Level); awarded based on performance on Scholarship Day. Scholars are intellectually curious, motivated pupils who contribute positively as senior school role models.",5%–40% tuition fee remission (depending on assessment outcomes),https://brightoncollege.ac.th/vibhavadi/academic-scholarship
Brighton College Bangkok,Music and Sports Scholarships,Talent (Music; Sport),"Available for pupils from Year 4 to Year 11, with two awards offered at each key stage (Upper Key Stage 2 to Key Stage 5). Music applicants must show strong instrumental/vocal ability supported by ABRSM, Trinity or equivalent. Sports applicants must demonstrate high-level performance in at least one sport at local, national or international level.",Tuition fee remission,https://brightoncollege.ac.th/vibhavadi/academic-scholarship
Regent's International School Bangkok,Global Connect Scholarship,Academic merit / international,For highly academic international students with outstanding references from their Heads or Principals; applicants assessed and interviewed in their own country. Scheme has run for 20 years.,Awards can be as large as 30% of fees and boarding fee,https://regents.ac.th/admission/scholarships/
Regent's International School Bangkok,"Music Scholarship (and other sponsorship awards: Bhutanese, Nation Rebuilding, Diplomatic Connect)",Talent (Music) / sponsored awards,"Music Scholars awarded on the basis of auditions or recorded performances from overseas applicants. School also offers Bhutanese Scholars (selected by HM the King of Bhutan's mother), Nation Rebuilding Scholarship, and Diplomatic Connect Programme (for children of ambassadors/expat diplomats).",Scholarship / fee reduction (subject to Board approval of the Principal's recommendation),https://regents.ac.th/admission/scholarships/
Regents International School Pattaya,"Signature Scholarships (Academic Excellence, Sport, Arts/Music, Service, All-Rounder)",Merit / talent scholarship (fee remission),"For students with exceptional academic ability, talent in arts or sport, or commitment to service. Awarded for one year (Academic Excellence up to two years). Apply via online application form; limited number available each year.",3 Stars: 100%; 2 Stars: 50%; 1 Star: 25%; Junior: 5-20% scholarship,https://www.nordangliaeducation.com/risp-pattaya/admissions/scholarships
KIS International School,KIS IB Diploma Programme Scholarship,Academic full scholarship (means/merit),"Full IB Diploma scholarships for Grades 11-12. Six full scholarships worth over THB 10,000,000 awarded across the group (two at KIS Bangkok, four at KIS Reignwood Park). Aimed at talented students who may not otherwise access IB education.",100% (full tuition for the two-year IB Diploma); 6 awards worth over THB 10 million in total,https://www.bangkokpost.com/business/general/3154008/kis-reignwood-park-announces-thb-10-million-in-ib-diploma-scholarships-following-authorisation
Concordian International School,Concordian Scholarship (Grade 10 & IB Diploma Programme),Full & partial merit scholarship,"Open to students entering Grade 10 (MYP) and Grade 11 (IB Diploma) who demonstrate a passion for excellence, leadership and social responsibility. Applicants must submit completed application and essay.",Full and partial scholarships (percentage not publicly specified),https://www.concordian.ac.th/student-admissions/scholarship/
Bromsgrove International School Thailand,"BIST Scholarships (Academic, Creative Talent, Sporting Talent)",Merit / talent scholarship,"Three categories. Academic: strong track record (Sixth Form entry needs predicted min. 7 A/A* IGCSE). Creative Talent: outstanding talent in music/performing arts (music min. ABRSM Grade 5). Sporting Talent: regional/national level achievement. Open to existing and new students; assessment, audition/trial and interview required.",Fee remission (percentage not publicly specified),https://bromsgrove.ac.th/admissions/scholarships/
Rugby School Thailand,"Rugby School Thailand Scholarships (Academic, Art, Drama, Music, Design & Technology, Sport)",Merit / talent scholarship (fee remission),"Entry as a scholar in Years 7, 8, 9, 10 or 12 (ages 11-16). Awards recognise exceptional achievement; require admissions assessment plus subject tests, portfolio, audition/trial and interview. Sports include swimming, football, basketball, rugby, tennis, golf, volleyball, athletics.",Fee remission of up to 20% on both tuition and boarding fees,https://www.rugbyschool.ac.th/admissions/scholarships/
Berkeley International School,Berkeley Merit-Based Scholarship (High School),Merit scholarship,"Exclusively for new High School students (Grades 9-12). Criteria include outstanding academic performance, English language proficiency, and exceptional talent in a sport or academic discipline.",Merit-based award (percentage not publicly specified),https://www.doris.school/schools/thailand/berkeley-international-school/admissions
Verso International School,VERSO Talent Scholarship & VERSO Ambassador Scholarship,Talent / merit scholarship,"For highly talented students in academics, arts, sports, technology and leadership. Ambassador Scholarship for Grades 9-11; Talent Scholarship for Grades 5-11. Applicants may apply for both.","Ambassador: 100% tuition Year 1, 70% Years 2-4. Talent: 70% tuition Year 1, 40% Years 2-4 (per published 2022-23 programme)",https://www.doris.school/schools/thailand/verso-international-school/admissions
